title,category,sub category
"හබල් ""භූත මන්දාකිණිය"" අල්ලා ගැනීම නොමැතිව තරු සාදයි අඳුරු පදාර්ථ",Science and Technology,Research & Space
CRISPR මදුරුවන් බුර්කිනා ෆාසෝ හි මැලේරියාව තුරන් කිරීමේ අත්හදා බැලීම,Science and Technology,Research & Space
AI නවීන උපභාෂා වලින් පුරාණ භාෂා ප්‍රතිනිර්මාණය කරයි,Science and Technology,Research & Space
සාගර පිරිසිදු කිරීමේ ව්‍යාපෘතිය පැසිෆික් කසළ පැච් ප්ලාස්ටික් වලින් 90% ක් ඉවත් කරයි,Science and Technology,Research & Space
මිනිස් මොළයේ සම්බන්ධතා පිළිබඳ පළමු සිතියම නව නියුරෝන වර්ග 4 ක් හෙළි කරයි,Science and Technology,Research & Space
ESA ඕබිටර් විසින් අනාවරණය කරගත් සිකුරු ගිනි කන්ද පුපුරා යාම,Science and Technology,Research & Space
ලෝකයේ පළමු අවන්හල් අත්හදා බැලීමේදී රසායනාගාර මස් බර්ගර් රස පරීක්ෂණය සමත් වේ,Science and Technology,Research & Space
"අධ්‍යයනය: ඇන්ටාක්ටිකාවේ ""ඩූම්ස්ඩේ ග්ලැසියරය"" පුරෝකථනය කළ ප්‍රමාණයට වඩා වේගයෙන් දියවීම",Science and Technology,Research & Space
"SpaceX ගෝලීය අන්තර්ජාලය සඳහා 10,000 වන ස්ටාර්ලින්ක් චන්ද්‍රිකාව යොදවයි",Science and Technology,Research & Space
නූතන අසාත්මිකතා සහ ප්‍රතිශක්තියට සම්බන්ධ නියැන්ඩර්තාල් DNA,Science and Technology,Research & Space
ISS හි අභ්‍යවකාශ තක්කාලි වගා කරන NASA ගගනගාමීන්,Science and Technology,Research & Space
ප්‍රකාශනය: හිරු ආවරණ තහනම් කිරීමෙන් පසු ගෝලීය කොරල් පර යථා තත්ත්වයට පත්වීමේ සලකුණු පෙන්වයි,Science and Technology,Research & Space
ඖෂධ-ප්‍රතිරෝධී බැක්ටීරියා විනාශ කරන නව ප්‍රතිජීවකයක් AI නිර්මාණය කරයි,Science and Technology,Research & Space
ක්ෂීරපථ මධ්‍යස්ථානයේ කළු කුහරය තරු පරිභෝජනයෙන් පසු පුපුරා යයි,Science and Technology,Research & Space
ලෝකයේ විශාලතම රේඩියෝ දුරේක්ෂය සංඥාව හඳුනා ගනී මුල් විශ්වයේ සිට,Science and Technology,Research & Space
ජානමය අධ්‍යයනය සියලුම නිල් ඇස් ඇති මිනිසුන් තනි මුතුන් මිත්තෙකු දක්වා සොයා ගනී,Science and Technology,Research & Space
"දේශගුණික අර්බුද මධ්‍යයේ නෝර්වේ බීජ ගබඩාව බෝග වර්ග 60,000 ක් එකතු කරයි",Science and Technology,Research & Space
AI අත්හදා බැලීම් හරහා රොබෝ රසායනඥයා සුපිරි සන්නායක ද්‍රව්‍ය සොයා ගනී,Science and Technology,Research & Space
"වසර පුරා ආක්ටික් පීට්ලන්ඩ්ස් ගිනි අවුලුවන ""සොම්බි"" ගිනි පිළිබඳ අධ්‍යයනයෙන් අනතුරු අඟවයි",Science and Technology,Research & Space
පුරාණ ඊජිප්තු මමී DNA නවීන රෝග සම්බන්ධතා හෙළි කරයි,Science and Technology,Research & Space
AI-පාලිත විලයන ප්‍රතික්‍රියාකාරකය බලශක්ති බිඳවැටීමේ ලක්ෂ්‍යය ඉක්මවා යයි,Science and Technology,Research & Space
කඩදාසි: චන්ද්‍ර දූවිලි සූර්ය විකිරණවලින් පෘථිවිය ආරක්ෂා කරයි,Science and Technology,Research & Space
පළමු සාර්ථක බද්ධ කිරීම රසායනාගාරයෙන් වැඩුණු පෙනහළු මිනිස් රෝගියාට,Science and Technology,Research & Space
ප්‍රොක්සිමා සෙන්ටෝරි හි වාසයට සුදුසු කලාපයේ පෘථිවි ප්‍රමාණයේ ග්‍රහලෝකයක් තාරකා විද්‍යාඥයින් සොයා ගනී,Science and Technology,Research & Space
කොළඹ විශ්ව විද්‍යාලය පොලිතින් අපද්‍රව්‍ය හායනය කිරීම සඳහා එන්සයිමයක් සොයා ගනී,Science and Technology,Research & Space
ශ්‍රී ලාංකික තාරකා විද්‍යාඥයින් මහනුවර නිරීක්ෂණාගාරයෙන් නව වල්ගා තරුවක් සොයා ගනී,Science and Technology,Research & Space
අධ්‍යයනය: ලංකා කුරුඳු සංයෝග ඖෂධ-ප්‍රතිරෝධී බැක්ටීරියා වලට එරෙහිව සටන් කරයි,Science and Technology,Research & Space
සාගර ජීව විද්‍යාඥයින් ත්‍රිකුණාමලය ගල්පරවලින් දුර්ලභ කොරල් විශේෂ සොයා ගනී,Science and Technology,Research & Space
දේශගුණික ආකෘතිය 2050 වන විට ශ්‍රී ලංකාව සඳහා බෝග අස්වැන්නෙන් 30% ක පහත වැටීමක් පුරෝකථනය කරයි,Science and Technology,Research & Space
පේරාදෙණිය පර්යේෂකයින් ගංවතුරට ප්‍රතිරෝධී සහල් වික්‍රියා වර්ධනය කරයි,Science and Technology,Research & Space
අනුරාධපුරයෙන් සොයාගත් පුරාණ උල්කාපාත කොටස් යකඩ යුගයේ බලපෑම තහවුරු කරයි,Science and Technology,Research & Space
ලංකා විද්‍යාඥයින් ආවේණික දම් පැහැති මුහුණැති ලැන්ගුර් වල ජෙනෝමය අනුපිළිවෙල,Science and Technology,Research & Space
"පත්‍රිකාව: ආයුර්වේද ඔසු ""රණවර"" පිළිකා නාශක ගුණ පෙන්වයි",Science and Technology,Research & Space
කොළඹ කණ්ඩායම ශ්‍රී ලංකාවේ පළමු කාබන් සින්ක් කලාප සිතියම් කරයි,Science and Technology,Research & Space
කොළඹ වායු දූෂණය ඉහළ යාම ඇදුම රෝගීන්ට සම්බන්ධ කරන අධ්‍යයනය,Science and Technology,Research & Space
යාපනය විශ්ව විද්‍යාලය වසර 2000 ක් පැරණි දෙමළ සංචාලන ප්‍රස්ථාර සොයා ගනී,Science and Technology,Research & Space
ශ්‍රී ලංකාව ගෝලීය කොරල් ප්‍රතිසංස්කරණ මුලපිරීමට එක්වෙයි,Science and Technology,Research & Space
පර්යේෂණ: අඹ කොළ සාරය දියවැඩියාව අඩු කරයි අවදානම,Science and Technology,Research & Space
මෙම සති අන්තයේ ශ්‍රී ලංකාවෙන් උල්කාපාත වර්ෂාවක් දිස්වේ,Science and Technology,Research & Space
සිංහරාජ වනාන්තරයෙන් නව ඕකිඩ් විශේෂයක් සොයා ගන්නා ලදී,Science and Technology,Research & Space
ගාල්ලේ වෙරළ ඛාදනය වේගවත් වන බවට දේශගුණික විද්‍යාඥයින් අනතුරු අඟවයි,Science and Technology,Research & Space
"පත්‍රිකාව: සාම්ප්‍රදායික ""පිට්ටු"" ආහාර වේල හෘද රෝග අඩු කරයි",Science and Technology,Research & Space
ලාංකීය භෞතික විද්‍යාඥයින් CERN හි අඳුරු පදාර්ථ ව්‍යාපෘතියට දායක වේ,Science and Technology,Research & Space
යෝග තාලම් යුද්ධයෙන් දිවි ගලවා ගත් අය තුළ PTSD අඩු කරන බව අධ්‍යයනයෙන් ඔප්පු වේ,Science and Technology,Research & Space
වනජීවී දෙපාර්තමේන්තුව පාද මුද්‍රණ වලින් DNA හරහා දිවියන් නිරීක්ෂණය කරයි,Science and Technology,Research & Space
කැලණි ගඟේ ක්ෂුද්‍ර ප්ලාස්ටික් මට්ටම් ගෝලීය සාමාන්‍යය ඉක්මවා යයි,Science and Technology,Research & Space
තාරකා විද්‍යාඥයින් ශ්‍රී ලංකාවේ හොඳම තරු නිරීක්ෂණ ස්ථාන හඳුනා ගනී,Science and Technology,Research & Space
පර්යේෂණ: කාබනික සායම් භාවිතා කළ පුරාණ සීගිරි සිතුවම්,Science and Technology,Research & Space
එක්සත් ජාතීන්ගේ අරමුදල් සහිත පොල් පාදක ජෛව ඉන්ධන ව්‍යාපෘතිය,Science and Technology,Research & Space
අධ්‍යයනය: මහනුවර නාගරික තාප දූපත් බලපෑම තීව්‍ර වේ,Science and Technology,Research & Space
"පරෙවි දූපතේ දුර්ලභ ""නිල් සඳ"" කොරල්පර නැවත සොයා ගන්නා ලදී",Science and Technology,Research & Space
පත්‍රිකාව: ශ්‍රී ලාංකික මී මැස්සන් දේශගුණික විපර්යාසවලට වේගයෙන් අනුවර්තනය වේ,Science and Technology,Research & Space
AI භාවිතා කරමින් සුනාමි අවදානම් දේශීය කණ්ඩායම් ආකෘති සුපිරි පරිගණකය,Science and Technology,Research & Space
පුරාවිද්‍යාඥයින් මන්නාරම වෙරළට ඔබ්බෙන් වූ වසර 4000ක් පැරණි නගරයක් සොයා ගනී,Science and Technology,Research & Space
නිදන්ගත වකුගඩු රෝගය පොහොර දූෂක ද්‍රව්‍ය සමඟ සම්බන්ධ කරන බවට අධ්‍යයනයක්,Science and Technology,Research & Space
නුවරඑළිය තේ වතුවල අත්හදා බැලූ නව මීදුම අස්වනු නෙලීමේ තාක්ෂණය,Science and Technology,Research & Space
ලංකාවේ මත්ස්‍ය විශේෂවලින් 60%කට සමුද්‍ර තාප තරංග තර්ජනයක්,Science and Technology,Research & Space
"පර්යේෂණය: ""ගොටුකොළ"" ස්නායු පුනර්ජනනය වැඩි දියුණු කරයි",Science and Technology,Research & Space
"ශ්‍රී ලංකාව පළමු සාගර විද්‍යා චන්ද්‍රිකාව ""ධාරා"" දියත් කරයි",Science and Technology,Research & Space
"පත්‍රිකාව: සාම්ප්‍රදායික ""කොහොඹ"" කෘමි විකර්ෂකය DEET අභිබවා යයි",Science and Technology,Research & Space
1950 සිට මෝසම් රටා වල මාරුව දේශගුණික දත්ත මගින් හෙළි කරයි,Science and Technology,Research & Space
හර්පෙටොලොජිස්ට්වරු නකල්ස් කඳු වැටියේ කුඩා ගෙම්බා විශේෂ සොයා ගනී,Science and Technology,Research & Space
අධ්‍යයනය: කොළඹ නාගරික උද්‍යාන මානසික සෞඛ්‍යය වැඩි දියුණු කරයි,Science and Technology,Research & Space
ලංකා පාෂාණ විද්‍යාඥයින් තිස්සමහාරාමයේ ඩයිනෝසෝර පොසිල සොයා ගනී,Science and Technology,Research & Space
"පර්යේෂණ: ""කිතුල්"" සිරප් රුධිර සීනි නියාමනය කරයි",Science and Technology,Research & Space
නිවර්තන කුණාටු පුරෝකථනය පිළිබඳව නාසා ආයතනය ලංකාව සමඟ සහයෝගයෙන් කටයුතු කරයි,Science and Technology,Research & Space
පත්‍රිකාව: කඩොලාන ප්‍රතිසංස්කරණය මන්දගාමී වේ පුත්තලම වෙරළබඩ ගංවතුර,Science and Technology,Research & Space
තාරකා විද්‍යාඥයින් ශ්‍රී ලංකාවේ ගුවන් විදුලි දුරේක්ෂයෙන් කළු කුහරයක් සොයා ගනී,Science and Technology,Research & Space
මහවැලියේ ස්වදේශික විශේෂවලට තර්ජනයක් වන ආක්‍රමණශීලී මත්ස්‍යයන් පිළිබඳ අධ්‍යයනයෙන් අනතුරු ඇඟවීමක්,Science and Technology,Research & Space
රුහුණු විශ්ව විද්‍යාලය වෙරළබඩ ගොවිපල සඳහා ලුණු-ඉවසන සහල් බෝ කරයි,Science and Technology,Research & Space
"පර්යේෂණය: ""අරග්වඩා"" ශාකය මත්ද්‍රව්‍ය-ප්‍රතිරෝධී මැලේරියාවට එරෙහිව සටන් කරයි",Science and Technology,Research & Space
භූ විද්‍යාඥයින් ශ්‍රී ලංකාවේ දෝෂ රේඛා ඔස්සේ භූමිකම්පා අවදානම් සිතියම්ගත කරයි,Science and Technology,Research & Space
"කොළඹ වායු ගුණාත්මකභාවය ""අනතුරුදායක"" තත්ත්වයට පත්වන විට දේශගුණික ක්‍රියාකාරීන් පෙළ ගැසෙති",Science and Technology,Research & Space
අධ්‍යයනය: පුරාණ වාරිමාර්ග පද්ධති නවීන ජල අර්බුද සඳහා යතුරයි,Science and Technology,Research & Space
නාසා හි Perseverance රෝවර් යානය අඟහරු ග්‍රහයා මත පුරාණ ක්ෂුද්‍රජීවී ජීවය පිළිබඳ සාක්ෂි සොයා ගනී,Science and Technology,Research & Space
ඉදිරි ගමන: CRISPR ජාන සංස්කරණය පාරම්පරික අන්ධභාවය සුව කරයි,Science and Technology,Research & Space
"ඇන්ටාක්ටිකාවේ ""ඩූම්ස්ඩේ ග්ලැසියරය"" වේගයෙන් දියවීම අධ්‍යයනයෙන් තහවුරු වේ",Science and Technology,Research & Space
JWST දුරේක්ෂය ඔක්සිජන් වායුගෝලය සහිත පෘථිවියට සමාන ග්‍රහලෝකයක් සොයා ගනී,Science and Technology,Research & Space
සම-සමාලෝචනය කරන ලද පත්‍රිකාවක් ක්ෂුද්‍ර ප්ලාස්ටික් මිනිස් වඳභාවයට සම්බන්ධ කරයි,Science and Technology,Research & Space
CERN අංශු නොසලකා හරින සම්මත භෞතික විද්‍යා ආකෘතිය හඳුනා ගනී,Science and Technology,Research & Space
ගෝලීය කණ්ඩායම් අනුපිළිවෙලවල් සියලුම දන්නා ක්ෂීරපායින්ගේ ජෙනෝමය,Science and Technology,Research & Space
දෘෂ්ටි විතාන ස්කෑන් හරහා AI වසර 10 කට පෙර ඇල්සයිමර් පුරෝකථනය කරයි,Science and Technology,Research & Space
ප්‍රංශයේ විලයන ප්‍රතික්‍රියාකාරකය බලශක්ති-ධනාත්මක ප්‍රතික්‍රියාව පවත්වා ගනී,Science and Technology,Research & Space
"සාගර ආම්ලිකකරණයට ප්‍රතිරෝධී ""සුපිරි කොරල්"" සොයා ගැනීම",Science and Technology,Research & Space
අධ්‍යයනය: ආක්ටික් නිත්‍ය හිම දියවීම පුරාණ වෛරස් නිකුත් කරයි,Science and Technology,Research & Space
චීනයේ චන්ද්‍ර පාදක මූලාකෘතිය ශාක වර්ධනයට සහාය වේ,Science and Technology,Research & Space
පත්‍රිකාව: මධ්‍යධරණී ආහාර වේල ආයු කාලය වසර 7 කින් දීර්ඝ කරයි,Science and Technology,Research & Space
තාරකා විද්‍යාඥයින් නව මන්දාකිණියක උපත සාක්ෂි දරයි තත්‍ය කාලීන,Science and Technology,Research & Space
වසර 30ක අත්හදා බැලීමකින් පසු WHO විශ්වීය මැලේරියා එන්නත අනුමත කරයි,Science and Technology,Research & Space
ග්‍රීන්ලන්ත අයිස් තට්ටු අහිමි වීම ආපසු හැරවිය නොහැකි ලක්ෂ්‍යය පසු කරයි,Science and Technology,Research & Space
ඉදිරි ගමන: ඌරන් තුළ රසායනාගාරයේ වැඩුණු මිනිස් වකුගඩු ක්‍රියාකාරිත්වය,Science and Technology,Research & Space
පර්යේෂණ මගින් බූවල්ලා වර්ණයෙන් සිහින දකින බව තහවුරු කරයි,Science and Technology,Research & Space
ග්‍රහක මාර්ගය නැවත හරවා යැවීමේ මෙහෙයුම නාසා සැලසුම් කරයි,Science and Technology,Research & Space
අධ්‍යයනය: ගෝලීය මී මැස්සන් පරිහානිය ආහාර බෝග වලින් 75% කට තර්ජනය කරයි,Science and Technology,Research & Space
සොම්බි තාරකාව ග්‍රහලෝක සුන්බුන් ගිල දමමින් සොයා ගන්නා ලදී,Science and Technology,Research & Space
AI පසෙහි ක්ෂුද්‍ර ජීවීන්ගේ නව ප්‍රතිජීවක 300 ක් සොයා ගනී,Science and Technology,Research & Space
කඩදාසිය: මනෝවිශ්ලේෂණ ක්ෂුද්‍ර මාත්‍රාව මානසික අවපීඩනය 50% කින් අඩු කරයි,Science and Technology,Research & Space
3D-මුද්‍රිත මිනිස් හදවතේ පළමු සාර්ථක බද්ධ කිරීම,Science and Technology,Research & Space
වාර්තාගත CO2 මට්ටම් මහා සාගර ඔක්සිජන් අලාභය අවුලුවයි,Science and Technology,Research & Space
ESA හි පරීක්ෂණය බ්‍රහස්පතිගේ චන්ද්‍ර යුරෝපයට ගොඩබසිනු ඇත,Science and Technology,Research & Space
පර්යේෂණ: ව්‍යායාම සෛලීය වයසට යාම වසර 9 කින් මන්දගාමී කරයි,Science and Technology,Research & Space
ක්වොන්ටම් සංවේදක භූගත මිරිදිය සංචිත හඳුනා ගනී,Science and Technology,Research & Space
පිලිපීන ගුහාවේ නව මානව මුතුන් මිත්තන්ගේ විශේෂ සොයා ගැනීම,Science and Technology,Research & Space
ඇමසන් වෙත අධ්‍යයනය අනතුරු අඟවයි 2060 වන විට වැසි වනාන්තර කඩා වැටිය හැකිය,Science and Technology,Research & Space
ඉදිරි ගමන: නැනෝබෝට්වරු මිනිස් අත්හදා බැලීම්වල ධමනි ඵලකය ඉවත් කරති,Science and Technology,Research & Space
"තාරකා විද්‍යාඥයින් ""කොස්මික් වෙබ්"" මන්දාකිණි සම්බන්ධ කරන සිතියම",Science and Technology,Research & Space
පත්‍රිකාව: සමාජ මාධ්‍ය භාවිතය නව යොවුන් වියේ මොළය නැවත සකස් කරයි,Science and Technology,Research & Space
ගැඹුරු මුහුදේ ගවේෂණය විද්‍යාවට නොදන්නා විශේෂ සොයා ගනී,Science and Technology,Research & Space
විද්‍යාගාරයෙන් වැඩුණු ස්නායු අංශභාග රෝගීන්ගේ සංචලනය යථා තත්ත්වයට පත් කරයි,Science and Technology,Research & Space
දේශගුණික ඉංජිනේරු ව්‍යාපෘතිය මහා බාධක පරය සිසිල් කරයි,Science and Technology,Research & Space
පර්යේෂණ: ඔටිසම් රෝග ලක්ෂණ සමඟ සම්බන්ධ බඩවැල් බැක්ටීරියා,Science and Technology,Research & Space
ඉන්දියාවේ චන්ද්‍ර රෝවර් චන්ද්‍ර ආවාටයේ ජල අයිස් හඳුනා ගනී,Science and Technology,Research & Space
අධ්‍යයනය: නාගරික ශබ්ද දූෂණය පක්ෂි ප්‍රජනන අනුපාත අඩු කරයි,Science and Technology,Research & Space
වැම්පයර් තරු පද්ධතිය නිරීක්ෂණය කරන ලද සහකරුගේ ශක්තිය සිඳී යාම,Science and Technology,Research & Space
පිළිකා එන්නත මුල් අත්හදා බැලීම් වලදී 80% ක සාර්ථකත්වයක් පෙන්නුම් කරයි,Science and Technology,Research & Space
පුරාණ ග්‍රන්ථ වලින් නැතිවූ භාෂා AI ප්‍රතිනිර්මාණය කරයි,Science and Technology,Research & Space
පත්‍රිකාව: අභ්‍යවකාශයෙන් ක්ෂුද්‍ර ජීවීන් ISS නිරාවරණයෙන් බේරෙයි,Science and Technology,Research & Space
රේඩාර් මගින් හෙළි කරන ලද ඇන්ටාක්ටිකාවේ සැඟවුණු ගංගා පද්ධතිය,Science and Technology,Research & Space
ඉදිරි ගමන: ක්වොන්ටම් දත්ත ටෙලිපෝටේෂන් සාක්ෂාත් කර ගැනීම,Science and Technology,Research & Space
නියැන්ඩර්තාල්වරුන් විසින් නිර්මාණය කරන ලද ගුහා කලාව අධ්‍යයනයෙන් තහවුරු වේ,Science and Technology,Research & Space
මෙම සතියේ ගෝලීය GPS අක්‍රියතාවයට සූර්ය දැල්ල තර්ජනය කරයි,Science and Technology,Research & Space
පර්යේෂණය: ගස් වැළඳ ගැනීම ප්‍රතිශක්තිකරණ පද්ධතිය වැඩි කරයි,Science and Technology,Research & Space
කළු කුහරයේ චුම්භක ක්ෂේත්‍රයේ පළමු සෘජු රූපය,Science and Technology,Research & Space
ගෝලීය ජෛව විවිධත්ව ගිවිසුම 2030 වන විට පෘථිවියෙන් 30% ක් ආරක්ෂා කිරීම අරමුණු කරයි,Science and Technology,Research & Space
ශ්‍රී ලාංකික විද්‍යාඥයින් කඩොලාන ශාකවල පිළිකා නාශක සංයෝගයක් සොයා ගනී,Science and Technology,Research & Space
කොළඹ විශ්ව විද්‍යාලයේ අධ්‍යයනය ක්ෂුද්‍ර ප්ලාස්ටික් වෙරළබඩ මත්ස්‍ය පරිහානියට සම්බන්ධ කරයි,Science and Technology,Research & Space
දේශීය පර්යේෂකයින් මැටි සහ සහල් ලෙලි භාවිතා කරමින් අඩු වියදම් ජල පෙරහනක් සංවර්ධනය කරයි,Science and Technology,Research & Space
මෝසම් ගංවතුර පුරෝකථනය කිරීම සඳහා ශ්‍රී ලංකාව දේශගුණික ආකෘතියක් දියත් කරයි,Science and Technology,Research & Space
පේරාදෙණිය උද්භිද විද්‍යාඥයින් නකල්ස් කඳුවැටියේ දුර්ලභ ඕකිඩ් විශේෂ සොයා ගනී,Science and Technology,Research & Space
"අධ්‍යයනය: සාම්ප්‍රදායික ""කොත්තමල්ලි"" තේ වෛරස් වලට එරෙහිව ප්‍රතිශක්තිය වැඩි කරයි",Science and Technology,Research & Space
ශ්‍රී ලාංකික තාරකා විද්‍යාඥයින් පෘථිවියට ආසන්න ග්‍රහක සොයා ගැනීමට ඉන්දියාව සමඟ හවුල් වේ,Science and Technology,Research & Space
සාගර ජීව විද්‍යාඥයින් ත්‍රිකුණාමලය වෙරළට ඔබ්බෙන් නව කොරල් පරයක් සොයා ගනී,Science and Technology,Research & Space
නැනෝ තාක්‍ෂණ ඖෂධ ​​බෙදා හැරීම පිළිබඳ යාපනය විද්‍යාඥයින්ගේ පත්‍රිකාව ගෝලීය සම්මානය දිනා ගනී,Science and Technology,Research & Space
පුරාණ වාරිමාර්ග පද්ධති නියඟ බලපෑම අඩු කළ බව පර්යේෂණ මගින් තහවුරු කරයි,Science and Technology,Research & Space
"වන විනාශය නිරීක්ෂණය කිරීම සඳහා ශ්‍රී ලංකාවේ පළමු චන්ද්‍රිකාව ""රාවණ-II""",Science and Technology,Research & Space
ලංකාවේ කුරුඳු වල ඉහළ ප්‍රතිඔක්සිකාරක මට්ටම් අධ්‍යයනයෙන් හෙළි වේ,Science and Technology,Research & Space
ශ්‍රී ලාංකික අලි ඇතුන්ගේ ජානමය විවිධත්වය දේශීය කණ්ඩායම සිතියම්ගත කරයි,Science and Technology,Research & Space
දේශගුණික පර්යේෂණ: නාගරික තාප දූපත් බලපෑම තීව්‍ර වේ කොළඹ,Science and Technology,Research & Space
ආතරයිටිස් රෝගයට ප්‍රතිකාර කිරීමේදී ආයුර්වේද සූත්‍රගත කිරීම පොරොන්දුවක් පෙන්නුම් කරයි,Science and Technology,Research & Space
ගාලු කොටුවට තර්ජනයක් වන මුහුදු මට්ටම ඉහළ යාම පිළිබඳව සාගර විද්‍යාඥයින් අනතුරු අඟවයි,Science and Technology,Research & Space
සිංහරාජ වැසි වනාන්තරයෙන් සොයා ගන්නා ලද නව ශාක විශේෂ,Science and Technology,Research & Space
අධ්‍යයනය: භාවනා ක්‍රම මගින් සිසුන් තුළ ආතති හෝමෝන අඩු කරයි,Science and Technology,Research & Space
ශ්‍රී ලාංකික භෞතික විද්‍යාඥයින් CERN හි අඳුරු පදාර්ථ ව්‍යාපෘතියට දායක වේ,Science and Technology,Research & Space
මධ්‍යම කඳුකරයේ මී මැසි ජනගහනය අඩුවීම පිළිබඳව පර්යේෂණ අනතුරු අඟවයි,Science and Technology,Research & Space
ජෛව ඉන්ධන නිෂ්පාදනය සඳහා පොල් අපද්‍රව්‍ය භාවිතා කිරීම පිළිබඳව පත්‍රිකාවක් යෝජනා කරයි,Science and Technology,Research & Space
වයිරොලොජිස්ට්වරු ග්‍රාමීය ගුහාවල නව වවුලන් වෛරස් වික්‍රියා හඳුනා ගනී,Science and Technology,Research & Space
ආරක්ෂිත රක්ෂිතවලට නීති විරෝධී ලෙස ඇතුළු වීම චන්ද්‍රිකා දත්ත මගින් හෙළි කරයි,Science and Technology,Research & Space
මහනුවර වායු දූෂණය ශ්වසන රෝග වැඩිවීමට සම්බන්ධ කරන අධ්‍යයනය,Science and Technology,Research & Space
පෝක් සමුද්‍ර සන්ධියේ මුහුදු තණකොළ පාත්ති ප්‍රතිසංස්කරණය කරයි,Science and Technology,Research & Space
පුරාවිද්‍යාඥයින් අනුරාධපුරයේ සැඟවුණු ව්‍යුහයන් අනාවරණය කර ගැනීමට LiDAR භාවිතා කරයි,Science and Technology,Research & Space
දේශගුණික විද්‍යාඥයින් කෙටි නමුත් දැඩි මෝසම් සෘතු පුරෝකථනය කරයි,Science and Technology,Research & Space
පර්යේෂණ: අඹ කොළ සාරය දියවැඩියා රෝගීන්ගේ රුධිර සීනි අඩු කරයි,Science and Technology,Research & Space
ශ්‍රී ලාංකික තාරකා විද්‍යාඥයින් දේශීය දුරේක්ෂ ජාලය භාවිතයෙන් සුපර්නෝවා හඳුනා ගනී,Science and Technology,Research & Space
අධ්‍යයනය දේශගුණික කම්පනවලට ඔරොත්තු දෙන බව සාම්ප්‍රදායික සහල් වර්ග තහවුරු කරයි,Science and Technology,Research & Space
ජෛව තාක්‍ෂණ සමාගමේ ඉංජිනේරුවන් නියඟයට ඔරොත්තු දෙන මිරිස් පැල,Science and Technology,Research & Space
කඳුකර තේ වතු වල නායයෑම් අවදානම් පිළිබඳව භූ විද්‍යාඥයින් අනතුරු අඟවයි,Science and Technology,Research & Space
කැස්බෑ සංරක්ෂණවේදීන් කූඩු රටා නිරීක්ෂණය කිරීමට GPS භාවිතා කරයි,Science and Technology,Research & Space
පත්‍රිකාව: කොළඹ නාගරික තෙත්බිම් ගංවතුර ජලයෙන් 30% ක් අවශෝෂණය කරයි,Science and Technology,Research & Space
යාල ප්‍රදේශයේ වනජීවී පර්යේෂකයින් දිවියන්ට AI කරපටි සවි කරයි,Science and Technology,Research & Space
නැගෙනහිර ගල්පරවල කොරල් විරංජනය මන්දගාමී වන බව අධ්‍යයනයෙන් පෙන්නුම් කෙරේ,Science and Technology,Research & Space
රසායන විද්‍යාඥයින් කොස් අපද්‍රව්‍ය වලින් පරිසර හිතකාමී සායම් නිපදවයි,Science and Technology,Research & Space
නාගරික ප්‍රදේශවලට අනුවර්තනය වන මැලේරියා මදුරුවන් පිළිබඳ දත්ත විශ්ලේෂණය හෙළි කරයි,Science and Technology,Research & Space
ශ්‍රී ලංකාව ගෝලීය ග්‍රහක ආරක්ෂක අභ්‍යාසයට එක්වෙයි,Science and Technology,Research & Space
"පර්යේෂණය: ""කිතුල්"" පාම් සිරප් වල වයස්ගත වීම වැළැක්වීමේ ගුණ ඇත",Science and Technology,Research & Space
සාගර බලශක්ති ව්‍යාපෘතිය බලශක්ති උත්පාදනය සඳහා තරංග පරීක්ෂා කරයි,Science and Technology,Research & Space
වියළි කලාපයේ වකුගඩු රෝගයට එළවළු වල පළිබෝධනාශක සම්බන්ධ කරන අධ්‍යයනය,Science and Technology,Research & Space
තාරකා විද්‍යාඥයින් උතුරු ශ්‍රී ලංකාවේ උල්කාපාත කොටස් සොයා ගනී,Science and Technology,Research & Space
හෝර්ටන්හි ජෛව ධ්වනි පර්යේෂණ වාර්තා තැනිතලා,Science and Technology,Research & Space
"කොළඹ ගමනාගමනය සඳහා ""හරිත කොරිඩෝ"" යෝජනා කරන දේශගුණික පත්‍රිකාවක්",Science and Technology,Research & Space
විද්‍යාඥයින් පුරාණ පාංශු සංරක්ෂණ ශිල්පීය ක්‍රම පුනර්ජීවනය කරයි,Science and Technology,Research & Space
"ජානමය අධ්‍යයනයෙන් ශ්‍රී ලාංකික මුතුන් මිත්තන් වසර 5,000 ක් පැරණි සංක්‍රමණිකයින් දක්වා දිව යයි",Science and Technology,Research & Space
පර්යේෂණ: මන්නාරමේ කඩොලාන වනාන්තරවලට වඩා කාබන් අල්ලා ගනී,Science and Technology,Research & Space
දේශීය ශාක වලින් සංවර්ධනය කරන ලද ඖෂධීය මදුරු විකර්ෂක,Science and Technology,Research & Space
ශ්‍රී ලංකාව ගෝලීය ග්ලැසියර දියවීමේ අධ්‍යයනයට දත්ත දායක වේ,Science and Technology,Research & Space
නාසා හි Perseverance රෝවර් යානය අඟහරු ග්‍රහයා මත පුරාණ ක්ෂුද්‍රජීවී ජීවය පිළිබඳ සාක්ෂි සොයා ගනී,Science and Technology,Research & Space
ගෝලීය සාමාන්‍යයට වඩා හතර ගුණයකින් වේගයෙන් ආක්ටික් උණුසුම තහවුරු කරයි,Science and Technology,Research & Space
