title,category,sub category
කැනඩාවේ රහස්යතාව කේන්ද්ර කරගත් සෙවුම් යන්ත්රය පහර දෙයි මිලියන  ක පරිශීලකයින්,ScienceAndTechnology,TechAndInnovation
ඇන්ටාක්ටිකාවේ පළමු ත්රිමාණ මුද්රිත පර්යේෂණ ස්ථානය විවෘත වේ,ScienceAndTechnology,TechAndInnovation
මස් රහිත ආරම්භක ව්යාපාරය හතු මුල්වලින් ස්ටීක් වගා කරයි,ScienceAndTechnology,TechAndInnovation
ඇම්ස්ටර්ඩෑම් ගුවන්තොටුපළ ආරක්ෂක මුර සංචාර සඳහා රොබෝ සුනඛයන් භාවිතා කරයි,ScienceAndTechnology,TechAndInnovation
මයික්රොසොෆ්ට් හි දිය යට දත්ත මධ්යස්ථානය ස්වභාවිකවම සිසිල් වේ,ScienceAndTechnology,TechAndInnovation
ව්යාපෘති නයිටිංගේල් ස්මාර්ට් වීදි ලාම්පු ආලෝක දූෂණය අඩු කරයි,ScienceAndTechnology,TechAndInnovation
ඝානාවේ යෙදුම ට්රොට්රෝ  හරහා කුඩා බස් මාර්ග ප්රශස්ත කරයි,ScienceAndTechnology,TechAndInnovation
ලෝකයේ ප්රථම මොළය පාලනය කරන ස්මාර්ට් නිවස ටෝකියෝ හි ප්රදර්ශනය කරන ලදී,ScienceAndTechnology,TechAndInnovation
කොළඹ ආරම්භක සමාගම වී රෝග හඳුනා ගැනීම සඳහා  වේදිකාව දියත් කරයි,ScienceAndTechnology,TechAndInnovation
ශ්රී ලංකාවේ ප්රථම ගෘහස්ථ විදුලි ටුක්ටුක් මහනුවරදී එළිදක්වයි,ScienceAndTechnology,TechAndInnovation
දේශීය සමාගමක් වැවිලි සඳහා පොල් අස්වනු නෙළන ඩ්රෝන යානයක් සංවර්ධනය කරයි,ScienceAndTechnology,TechAndInnovation
ගාල්ල තාක්ෂණික මධ්යස්ථානය රජයේ ප්රදාන සමඟ  ආරම්භක ව්යාපාර  ක් ඉන්කියුබේට් කරයි,ScienceAndTechnology,TechAndInnovation
 සයිබර් ආරක්ෂණ කට්ටලය දේශීය බැංකු  ක් ආරක්ෂා කරයි,ScienceAndTechnology,TechAndInnovation
යාපනය විශ්ව විද්යාල සිසුන් දෘශ්යාබාධිතයින් සඳහා බ්රේල් ඊරීඩර් නිර්මාණය කරයි,ScienceAndTechnology,TechAndInnovation
ජාතික යෙදුම් අභියෝග ජයග්රාහකයින් අපද්රව්ය කළමනාකරණ  පද්ධතිය සංවර්ධනය කරයි,ScienceAndTechnology,TechAndInnovation
ශ්රී ලාංකික ඉංජිනේරුවන් අඩු වියදම් සහිත මුහුදු ජලය ලුණු ඉවත් කිරීමේ තාක්ෂණයේ පුරෝගාමියා,ScienceAndTechnology,TechAndInnovation
තේ බ්ලොක්චේන් සොයාගැනීමේ හැකියාව සඳහා මහනුවර පදනම් කරගත් ආරම්භක සමාගම ඩොලර් මිලියන  ක් ලබා ගනී,ScienceAndTechnology,TechAndInnovation
රජය බලයෙන් ක්රියාත්මක වන ආපදා අනතුරු ඇඟවීමේ පද්ධතියක් දියත් කරයි,ScienceAndTechnology,TechAndInnovation
දේශීය සමාගම සූර්ය බලයෙන් ක්රියාත්මක වන ජංගම ආරෝපණ මධ්යස්ථාන දියත් කරයි,ScienceAndTechnology,TechAndInnovation
ඩයලොග් ශ්රී ලංකාවේ පළමු නැමිය හැකි ස්මාර්ට් ජංගම දුරකථනය නිකුත් කරයි,ScienceAndTechnology,TechAndInnovation
ප්රමාදයන් අඩු කිරීම සඳහා කොළඹ වරාය  ලොජිස්ටික් වේදිකාව අනුගමනය කරයි,ScienceAndTechnology,TechAndInnovation
පළාත් පාලන මැතිවරණවලදී පරීක්ෂා කරන ලද ජෛවමිතික ඡන්ද ක්රමය,ScienceAndTechnology,TechAndInnovation
ආරම්භක සමාගම  යෙදුම නිර්මාණය කරයි පුරාණ සීගිරි බිතුසිතුවම් ගවේෂණය කරන්න,ScienceAndTechnology,TechAndInnovation
ශ්රී ලාංකික කේතකයින් විවෘත මූලාශ්ර ගොවිපල කළමනාකරණ මෘදුකාංග සංවර්ධනය කරයි,ScienceAndTechnology,TechAndInnovation
ධීවර සැපයුම් දාම නවෝත්පාදනය කෙරෙහි අවධානය යොමු කරන ජාතික හැකතන් තරඟය,ScienceAndTechnology,TechAndInnovation
තාක්ෂණික සමාගමක් ග්රාමීය ප්රදේශ සඳහා සිංහලදෙමළ හඬ සහායක දියත් කරයි,ScienceAndTechnology,TechAndInnovation
රත්නපුරයේ විවෘත වේ,ScienceAndTechnology,TechAndInnovation
 වර්ග කිරීම සහිත විද්යුත් අපද්රව්ය ප්රතිචක්රීකරණ කම්හලක් කොළඹ අසල දියත් කෙරේ,ScienceAndTechnology,TechAndInnovation
 යන යෙදුම සියලුම ප්රධාන නගරවලට ව්යාප්ත වේ,ScienceAndTechnology,TechAndInnovation
මොරටුව විශ්ව විද්යාලය පාසල් ළමුන් සඳහා ස්මාර්ට් නිල ඇඳුම් නිර්මාණය කරයි,ScienceAndTechnology,TechAndInnovation
දේශීය ආරම්භක සමාගමක් මදුරුවන් වැළැක්වීමේ පැළඳිය හැකි තාක්ෂණය සංවර්ධනය කරයි,ScienceAndTechnology,TechAndInnovation
ලංකා කේත මුලපිරීම සිසුන්  කට පයිතන් උගන්වයි,ScienceAndTechnology,TechAndInnovation
කොළඹ කොටස් හුවමාරුව  වෙළඳාම ක්රියාත්මක කරයි,ScienceAndTechnology,TechAndInnovation
අනුරාධපුර කුඹුරුවල යොදවා ඇති කෘෂි තාක්ෂණික සංවේදක,ScienceAndTechnology,TechAndInnovation
ශ්රී ලංකාවේ පළමු රොබෝ විද්යා කැෆේ කොළඹ විවෘත වේ,ScienceAndTechnology,TechAndInnovation
නාවික හමුදාව සමුද්ර සංරක්ෂණය සඳහා දිය යට ඩ්රෝන යානා පරීක්ෂා කරයි,ScienceAndTechnology,TechAndInnovation
ටෙලිමෙඩිසින් යෙදුම වෛද්ය ග්රාමීය රෝගීන් වෛද්යවරුන් හා සම්බන්ධ කරයි,ScienceAndTechnology,TechAndInnovation
රෙදිපිළි ආරම්භක සමාගමක් රෙදි නිර්මාණය කරයි ප්රතිචක්රීකරණය කරන ලද සාගර ප්ලාස්ටික්,ScienceAndTechnology,TechAndInnovation
 රථවාහන පාලන පද්ධතිය කොළඹ තදබදය  කින් අඩු කරයි,ScienceAndTechnology,TechAndInnovation
දේශීය ක්රීඩකයා ශ්රී ලාංකික මිථ්යා  ක්රීඩාව සංවර්ධනය කරයි,ScienceAndTechnology,TechAndInnovation
ෆින්ටෙක් සමාගම වීදි වෙළෙන්දන් සඳහා  ගෙවීම් දියත් කරයි,ScienceAndTechnology,TechAndInnovation
තීරණාත්මක යටිතල පහසුකම් සඳහා පවත්වන ලද විලාසිතාවේ සයිබර් අභ්යාසය,ScienceAndTechnology,TechAndInnovation
ආරම්භක ආයතනය කොස් අපද්රව්ය ජෛව හායනයට ලක්විය හැකි තාක්ෂණික ඇසුරුම් බවට පත් කරයි,ScienceAndTechnology,TechAndInnovation
ස්මාර්ට් ටෙම්පල් ව්යාපෘතිය පරිත්යාග ලුහුබැඳීම ස්වයංක්රීය කරයි,ScienceAndTechnology,TechAndInnovation
කඳුකර ඖෂධ සඳහා ඩ්රෝන් බෙදා හැරීමේ සේවාව දියත් කෙරේ,ScienceAndTechnology,TechAndInnovation
කාලගුණ දත්ත භාවිතා කරමින්  මෙවලම ඩෙංගු පැතිරීම පුරෝකථනය කරයි,ScienceAndTechnology,TechAndInnovation
දකුණු පළාතට  සක්රීය පොදු බස් රථ ලැබේ,ScienceAndTechnology,TechAndInnovation
චීන හවුල්කාරිත්වය සමඟ හම්බන්තොට සඳහා තාක්ෂණික උද්යානයක් සැලසුම් කර ඇත,ScienceAndTechnology,TechAndInnovation
දේශීය ඉංජිනේරුවන් දැරිය හැකි ජල තත්ත්ව සංවේදක ගොඩනඟයි,ScienceAndTechnology,TechAndInnovation
කොළඹ පළමු පාලිත සිරස් ගොවිපල විවෘත වේ,ScienceAndTechnology,TechAndInnovation
රෝද පුටු භාවිතා කරන්නන් සඳහා ප්රවේශ විය හැකි මාර්ග යෙදුම් සිතියම්,ScienceAndTechnology,TechAndInnovation
දුම්රිය දෙපාර්තමේන්තුව බලයෙන් නඩත්තු කරන ලද බොට් පරීක්ෂා කරයි,ScienceAndTechnology,TechAndInnovation
ආරම්භක ආයතනය උපාධිධාරීන් රැකියා සමඟ ගැලපීම සඳහා ඇල්ගොරිතම නිර්මාණය කරයි,ScienceAndTechnology,TechAndInnovation
ලංකා ක්රිප්ටෝ හුවමාරුව මහ බැංකු අනුමැතිය ලබා ගනී,ScienceAndTechnology,TechAndInnovation
පාසල්  ක පෙළපොත් ප්රතිස්ථාපනය කරයි,ScienceAndTechnology,TechAndInnovation
ධීවරයින් භාවිතා කරයි ඉන්ධන කාර්යක්ෂම ධීවර කලාප නිරීක්ෂණය කිරීමට යෙදුම,ScienceAndTechnology,TechAndInnovation
යාල ජාතික වනෝද්යානය දඩයම් විරෝධී කැමරා ඩ්රෝන යානා යොදවයි,ScienceAndTechnology,TechAndInnovation
මාලදිවයිනේ ස්මාර්ට් සිටි තාක්ෂණය සඳහා දේශීය සමාගමක් කොන්ත්රාත්තුව දිනා ගනී,ScienceAndTechnology,TechAndInnovation
මානසික සෞඛ්ය යෙදුම් සඳහා හැඟීම් කියවීමේ  ගූගල් විසින් හඳුන්වා දෙයි,ScienceAndTechnology,TechAndInnovation
ඇපල් විසින් හොලෝග්රැෆික් සංදර්ශක  මූලාකෘතිය එළිදක්වයි,ScienceAndTechnology,TechAndInnovation
ටෙස්ලා සූර්ය බලයෙන් ක්රියාත්මක වන ඩ්රෝන ආරෝපණ මධ්යස්ථාන නිකුත් කරයි,ScienceAndTechnology,TechAndInnovation
ඊතර් ව්යාපෘතිය ක්වොන්ටම් පරිගණකය සංකේතාංකන වාර්තාව බිඳ දමයි,ScienceAndTechnology,TechAndInnovation
ඇමේසන් අභිනයෙන් පාලනය වන ස්මාර්ට් හෝම් පද්ධතිය දියත් කරයි,ScienceAndTechnology,TechAndInnovation
මයික්රොසොෆ්ට් හි  මානව සංවර්ධකයින්ට වඩා වේගයෙන් කේතය ලියයි,ScienceAndTechnology,TechAndInnovation
දකුණු කොරියාව සෝල් හි පළමු රොබෝධාවන හෝටලය විවෘත කරයි,ScienceAndTechnology,TechAndInnovation
ආරම්භක මුද්රිත අභිරුචිකරණය කළ පෝෂණ පෙති,ScienceAndTechnology,TechAndInnovation
 වන විට සියලුම උපකරණ සඳහා විශ්වීය චාජර් නියම කරයි,ScienceAndTechnology,TechAndInnovation
නියුරලින්ක් හි මොළයේ චිපය අංශභාග රෝගියාට චලනය යථා තත්ත්වයට පත් කරයි,ScienceAndTechnology,TechAndInnovation
සිංගප්පූරුව ස්වයංක්රීය පියාසර කුලී රථ පරීක්ෂා කරයි,ScienceAndTechnology,TechAndInnovation
ජෛව හැකර්වරු ස්වේච්ඡා සේවකයින්  ක් තුළ ගෙවීම් චිප් බද්ධ කරති,ScienceAndTechnology,TechAndInnovation
 විසින් ගැඹුරු ව්යාජ විරෝධී සත්යාපන මෘදුකාංග නිකුත් කරයි,ScienceAndTechnology,TechAndInnovation
ඩුබායි බලයෙන් ක්රියාත්මක වන පොලිස් මුර සංචාර බොට් දියත් කරයි,ScienceAndTechnology,TechAndInnovation
ග්රැෆීන් බැටරි ත්රිත්ව ස්මාර්ට්ෆෝන් ආයු කාලය,ScienceAndTechnology,TechAndInnovation
ටික්ටොක් මව් සමාගම  අන්තර්ගතය සංවර්ධනය කරයි මධ්යස්ථකරු,ScienceAndTechnology,TechAndInnovation
කැනඩාව  ලැව් ගිනි පුරෝකථන ඩ්රෝන යානා යොදවයි,ScienceAndTechnology,TechAndInnovation
ආරම්භක සමාගම් ප්ලාස්ටික් බෝතල් වෙනුවට ආහාරයට ගත හැකි ජල පොඩ් නිර්මාණය කරයි,ScienceAndTechnology,TechAndInnovation
ජපානයේ රොබෝ රැකබලා ගන්නන් වයස්ගත ජනගහන අර්බුදයට මුහුණ දෙයි,ScienceAndTechnology,TechAndInnovation
 ඉංජිනේරුවන් ස්වයංසුව කිරීමේ පරිපථ පුවරු සංවර්ධනය කරයි,ScienceAndTechnology,TechAndInnovation
ගෝලීය සයිබර් ප්රහාරය බැංකු කට පහර දෙයි ඩිජිටල් ෆෝර්ට් විසඳුම යොදවා ඇත,ScienceAndTechnology,TechAndInnovation
නැමිය හැකි ලැප්ටොප් පරිගණක   ප්රදර්ශනයේ ආධිපත්යය දරයි,ScienceAndTechnology,TechAndInnovation
පැරිස් අත්හදා බැලීම් ශබ්දය අවලංගු කරන පදික වේදිකා තාක්ෂණය,ScienceAndTechnology,TechAndInnovation
 විලාසිතා නිර්මාණකරු ජාත්යන්තර සම්මානය දිනා ගනී,ScienceAndTechnology,TechAndInnovation
පෘථිවි නිවාස සඳහා  විසින් අඟහරු වාසස්ථාන තාක්ෂණයට බලපත්ර ලබා දෙයි,ScienceAndTechnology,TechAndInnovation
මෙගා නගර  ක් සඳහා සැලසුම් කර ඇති සිරස් ගොවිපල අහස ගොඩනැගිලි,ScienceAndTechnology,TechAndInnovation
ජර්මනිය ලොව පළමු හයිඩ්රජන් බලයෙන් ක්රියාත්මක වන දුම්රිය ජාලය දියත් කරයි,ScienceAndTechnology,TechAndInnovation
යෙදුම  නිරවද්යතාවයකින් ළදරු හැඬීම් පරිවර්තනය කරයි,ScienceAndTechnology,TechAndInnovation
මහාද්වීප  ක් පුරා ක්වොන්ටම් අන්තර්ජාලය පරීක්ෂා කර ඇත,ScienceAndTechnology,TechAndInnovation
 මෙටාවර්ස් ප්රසංග ටිකට්පත් අලෙවියෙන් ඩොලර් මිලියන  ක් ජනනය කරයි,ScienceAndTechnology,TechAndInnovation
ස්වයං පිරිසිදු කිරීමේ සූර්ය පැනල පුනර්ජනනීය ප්රතිදානය වැඩි කරයි,ScienceAndTechnology,TechAndInnovation
ස්මාර්ට් ස්පර්ශ කාච ග්ලූකෝස් කඳුළු නිරීක්ෂණය කරයි,ScienceAndTechnology,TechAndInnovation
පර්යේෂණ සඳහා ඇන්ටාක්ටිකාව පළමු  කුළුණ ලබා ගනී,ScienceAndTechnology,TechAndInnovation
ආරම්භක සමාගම්  ස්මාර්ට්ෆෝන් ආවරණ බවට පත් කරයි,ScienceAndTechnology,TechAndInnovation
 ඉහළම ජනප්රිය ගීත  රචනා කරයි,ScienceAndTechnology,TechAndInnovation
පාවෙන සුළං ගොවිපලවල් වෙරළබඩ නගරවලට බලය ලබා දෙයි,ScienceAndTechnology,TechAndInnovation
 කින් භෞතික හැඳුනුම්පත් ප්රතිස්ථාපනය කරයි රටවල්,ScienceAndTechnology,TechAndInnovation
විද්යාගාරවල වගා කරන ලද කෝපි වන විනාශය කපා දමයි,ScienceAndTechnology,TechAndInnovation
 පිටවීම සමඟ වෝල්මාර්ට් වෙළඳසැල් ස්වයංක්රීය කරයි,ScienceAndTechnology,TechAndInnovation
ස්මාර්ට් අධිවේගී මාර්ග රිය පැදවීමේදී  අය කරයි,ScienceAndTechnology,TechAndInnovation
ජපානය ක්වොන්ටම් දත්ත සඳහා ටෙලිපෝටේෂන් පරීක්ෂා කරයි,ScienceAndTechnology,TechAndInnovation
 නීතිඥ යෙදුම වාහන නැවැත්වීමේ දඩ  ක් අවලංගු කරයි,ScienceAndTechnology,TechAndInnovation
ඇඳිය හැකි තාක්ෂණය ආඝාතයේ මුල් සලකුණු හඳුනා ගනී,ScienceAndTechnology,TechAndInnovation
මුද්රිත කොරල් පර සාගර පරිසර පද්ධති ප්රතිසංස්කරණය කරයි,ScienceAndTechnology,TechAndInnovation
චන්ද්රිකා ජාලය නොමිලේ ගෝලීය  සපයයි,ScienceAndTechnology,TechAndInnovation
බොස්ටන් ඩයිනමික්ස් හි රොබෝ බල්ලා ගිනි නිවීමේ කණ්ඩායම් සමඟ එක්වෙයි,ScienceAndTechnology,TechAndInnovation
නැනෝටෙක් රෙදි මතුපිට වෛරස් පලවා හරියි,ScienceAndTechnology,TechAndInnovation
බලයෙන් ක්රියාත්මක වන දුරේක්ෂ විග්රහ නව ග්රහලෝක  ක්,ScienceAndTechnology,TechAndInnovation
ස්විට්සර්ලන්තය ඇල්ප්ස් හි දත්ත බංකරයක් වළලයි,ScienceAndTechnology,TechAndInnovation
විලයනබලයෙන් ක්රියාත්මක වන දත්ත මධ්යස්ථාන කාබන්  කින් අඩු කරයි,ScienceAndTechnology,TechAndInnovation
කොළඹ ආරම්භක සමාගමක් වන නැනෝලංකා ග්රාමීය නිවාස සඳහා සූර්ය බලයෙන් ක්රියාත්මක වන වායු සමීකරණ යන්ත්රයක් දියත් කරයි,ScienceAndTechnology,TechAndInnovation
මහනුවර විශ්ව විද්යාලයේ  මගින්  නිරවද්යතාවයකින් ඩෙංගු පැතිරීම පුරෝකථනය කරයි,ScienceAndTechnology,TechAndInnovation
රජය රට පුරා  ඉඩම් ලියාපදිංචි කිරීමේ පද්ධතියක් දියත් කරයි,ScienceAndTechnology,TechAndInnovation
නුවරඑළිය වතුයායේ යොදවා ඇති  තේ නෙළන රොබෝවරු,ScienceAndTechnology,TechAndInnovation
යාපනයේ හැකතන් ජයග්රාහකයින් පුරාණ දෙමළ අක්ෂර ඩිජිටල් කිරීම සඳහා  යෙදුමක් නිර්මාණය කරයි,ScienceAndTechnology,TechAndInnovation
ගාල්ල සයිබර් ආරක්ෂණ සමාගමක් වන  තතුබෑමට එරෙහිව සටන් කිරීම සඳහා ඩොලර් මිලියන  ක් රැස් කරයි,ScienceAndTechnology,TechAndInnovation
ලාංකීය ඉංජිනේරුවන් අඩු වියදම් සහිත මුහුදු ජලය ලවණ ඉවත් කිරීමේ උපාංගයක් නිර්මාණය කරයි,ScienceAndTechnology,TechAndInnovation
කොළඹ  රථවාහන පද්ධතිය කඩිනම් පැය ප්රමාදයන්  කින් අඩු කරයි,ScienceAndTechnology,TechAndInnovation
 එඩ්ටෙක් යෙදුම සිසුන්  කට  ඉගැන්වීමට   භාවිතා කරයි,ScienceAndTechnology,TechAndInnovation
    හිදී බෝග ඉසින ඩ්රෝන යානා හඳුන්වා දෙයි,ScienceAndTechnology,TechAndInnovation
ශ්රී ලංකාවේ පළමු  බලයෙන් ක්රියාත්මක වන ස්මාර්ට් ගම්මානය දියත් කෙරේ අනුරාධපුර,ScienceAndTechnology,TechAndInnovation
දේශීය ආරම්භක  කෙසෙල් කඳන් වලින් පරිසර හිතකාමී ඇසුරුම් නිර්මාණය කරයි,ScienceAndTechnology,TechAndInnovation
බලගැන්වූ යෙදුම   කොළඹ ගමන් බෙදාගැනීමේ මාර්ග ප්රශස්ත කරයි,ScienceAndTechnology,TechAndInnovation
මහ බැංකුව ස්වදේශීය  හි ඩිජිටල් රුපියල  පරීක්ෂා කරයි,ScienceAndTechnology,TechAndInnovation
මඩකලපුව ධීවරයින් ටූනා සංක්රමණය නිරීක්ෂණය කිරීම සඳහා  බෝයාවන් භාවිතා කරයි,ScienceAndTechnology,TechAndInnovation
 දකුණු අධිවේගී මාර්ගයේ සූර්ය  ස්ථාන ජාලය විවෘත කරයි,ScienceAndTechnology,TechAndInnovation
ස්කෑන් වලින් අක්ෂි රෝග හඳුනා ගන්නා  මහනුවර රෝහල අත්හදා බලයි,ScienceAndTechnology,TechAndInnovation
මොරටුව විශ්ව විද්යාලය කැළණි ගඟ සඳහා ගංවතුර අනතුරු ඇඟවීමේ සංවේදක නිර්මාණය කරයි,ScienceAndTechnology,TechAndInnovation
කුරුණෑගල   මධ්යස්ථානය ග්රාමීය කේතකයින්  ක් පුහුණු කරයි,ScienceAndTechnology,TechAndInnovation
ශ්රී ලංකා නාවික හමුදාව නීති විරෝධී ධීවර යාත්රා හඳුනා ගැනීම සඳහා  සෝනාර් යොදවයි,ScienceAndTechnology,TechAndInnovation
ආරම්භක ප්රතිචක්රීකරණ යෙදුම  හරහා ප්ලාස්ටික් බෝතල් ආපසු ලබා දීම සඳහා පරිශීලකයින්ට ගෙවීම් කරයි,ScienceAndTechnology,TechAndInnovation
ඇඳිය හැකි තාක්ෂණය  වායු දූෂණ උණුසුම් ස්ථාන පිළිබඳව කාන්තාවන්ට අනතුරු අඟවයි,ScienceAndTechnology,TechAndInnovation
පාලිත සිරස් ගොඩනැගීමට ජපානය සමඟ රජයේ හවුල්කරුවන් ගොවිපලවල්,ScienceAndTechnology,TechAndInnovation
වෙසක්  යෙදුම ශ්රී ලංකාවේ බෞද්ධ උරුමයන් පිළිබඳ ගිලී යන සංචාරයක් පිරිනමයි,ScienceAndTechnology,TechAndInnovation
ප්රතිචක්රීකරණය කරන ලද ප්ලාස්ටික් භාවිතා කරමින් දේශීය ඉංජිනේරුවන් මුද්රණය අඩු වියදම් කෘතිම උපකරණ භාවිතා කරයි,ScienceAndTechnology,TechAndInnovation
කොළඹ කොටස් හුවමාරුව ක්වොන්ටම්ප්රතිරෝධී සයිබර් ආරක්ෂාව භාවිතා කරයි,ScienceAndTechnology,TechAndInnovation
 ආරම්භකය බැලූන් හරහා දුරස්ථ ගම්මානවලට නොමිලේ  ගෙන එයි,ScienceAndTechnology,TechAndInnovation
සිංහලදෙමළ කථිකයන් සඳහා නීතිමය පහසුව යන  මෙවලම අධිකරණ ලේඛන සරල කරයි,ScienceAndTechnology,TechAndInnovation
ශ්රී ලාංකික ක්රීඩකයින් ජනප්රිය ජංගම ක්රීඩාවක් සීගිරිය ගවේෂණය සංවර්ධනය කරයි,ScienceAndTechnology,TechAndInnovation
 ඩ්රෝන පද්ධතිය වල් අලි වැටලීම් පිළිබඳව ගොවීන්ට අනතුරු අඟවයි,ScienceAndTechnology,TechAndInnovation
සුභසාධන යෝජනා ක්රම සඳහා නියමු කරන ලද ජෛවමිතික ආධාර්විලාසිතාවේ හැඳුනුම්පත් පද්ධතිය,ScienceAndTechnology,TechAndInnovation
ස්මාර්ට්ෆෝන් කැමරාව හරහා බෝග රෝග හඳුනා ගන්නා  යෙදුම,ScienceAndTechnology,TechAndInnovation
පොළොන්නරුවේ ටැංකි මත පරීක්ෂා කරන ලද පාවෙන සූර්ය ගොවිපල,ScienceAndTechnology,TechAndInnovation
ආරම්භක  ආපදා සහන සැපයුම් ලුහුබැඳීම සඳහා  භාවිතා කරයි,ScienceAndTechnology,TechAndInnovation
යාපනයේ  ඉන්කියුබේටර්  ආරම්භක  ක් පෝෂණය කරයි,ScienceAndTechnology,TechAndInnovation
රොබෝ මාර්ගෝපදේශ යොදවා ඇත ජාත්යන්තර සංචාරකයින්ට සහාය වීමට ,ScienceAndTechnology,TechAndInnovation
 ආරම්භකය ප්ලාස්ටික් අපද්රව්ය දැරිය හැකි නිවාස ද්රව්ය බවට පත් කරයි,ScienceAndTechnology,TechAndInnovation
ශ්රී ලංකාව සදාචාරාත්මක  සංවර්ධනය සඳහා ගෝලීය සන්ධානයට එක්වෙයි,ScienceAndTechnology,TechAndInnovation
  යෙදුම පුරාවිද්යාත්මක ස්ථානවල පුරාණ රාජධානි ප්රතිනිර්මාණය කරයි,ScienceAndTechnology,TechAndInnovation
 හැකතන් කොළඹට ගෝලීය දක්ෂතා ආකර්ෂණය කරයි,ScienceAndTechnology,TechAndInnovation
වැඩිහිටි සත්කාර සඳහා  බලයෙන් ක්රියාත්මක වන සිංහල හඬ සහකාර දියත් කෙරේ,ScienceAndTechnology,TechAndInnovation
ලෝකයේ පළමු පොල්ලෙලි ජෛව හායනයට ලක්විය හැකි දුරකථන නඩුව දේශීය සමාගමක් නිර්මාණය කරයි,ScienceAndTechnology,TechAndInnovation
ස්මාර්ට් මීටර නියමු නගරවල බලශක්ති සොරකම්  කින් අඩු කරයි,ScienceAndTechnology,TechAndInnovation
 යෙදුම සහල් ගොවීන්ට උපදෙස් දීම සඳහා චන්ද්රිකා දත්ත භාවිතා කරයි,ScienceAndTechnology,TechAndInnovation
 සමුද්ර ඩ්රෝන යානය පෝක් බොක්කෙහි නීති විරෝධී ට්රෝලර් යාත්රා නිරීක්ෂණය කරයි,ScienceAndTechnology,TechAndInnovation
කොළඹ පළමු ධාවන සහයෝගීතා අවකාශය කොටුවේ විවෘත වේ,ScienceAndTechnology,TechAndInnovation
 මුලපිරීම කේතනය කිරීමේදී යුද වැන්දඹුවන් පුහුණු කරයි,ScienceAndTechnology,TechAndInnovation
ශ්රී ලංකාව ඉන්දියානු සාගරයේ විශාලතම ඩ්රෝන ධාවන ශූරතාවලිය පවත්වයි,ScienceAndTechnology,TechAndInnovation
 වේදිකාව චන්ද්රිකා හරහා ග්රාමීය පාසල්වලට  පාඩම් ලබා දෙයි,ScienceAndTechnology,TechAndInnovation
ආරම්භක නැනෝසොෆ්ට් බස් රථ සඳහා ක්ෂුද්ර ජීවී විරෝධී තිර ආලේපනයක් සංවර්ධනය කරයි,ScienceAndTechnology,TechAndInnovation
ගූගල් හි ක්වොන්ටම්  ප්රෝටීන්නැමීමේ ප්රහේලිකාව තත්පර කිහිපයකින් බිඳ දමයි,ScienceAndTechnology,TechAndInnovation
නියුරලින්ක් හි මොළය බද්ධ කිරීම අංශභාග රෝගයට ගොදුරු වූ මිනිසාට රොබෝ අත පාලනය කිරීමට ඉඩ සලසයි,ScienceAndTechnology,TechAndInnovation
 ඔලිම්පික් ප්රවාහනය සඳහා ටෝකියෝ පියාසර කුලී රථ අනුමත කර ඇත,ScienceAndTechnology,TechAndInnovation
තාක්ෂණික දැවැන්තයින්ට ක්රමලේඛන නිකුත් කිරීමට බල කරන අලුත්වැඩියා කිරීමේ අයිතිය නීතිය යුරෝපා සංගමය සම්මත කරයි,ScienceAndTechnology,TechAndInnovation
බොස්ටන් ඩයිනමික්ස් හි ඇට්ලස් රොබෝවරු දැන් ඇමසන් ගබඩා ඇසුරුම් කරති,ScienceAndTechnology,TechAndInnovation
නයිජීරියාවේ  පාම්නහර ගෙවීම් සහිත පරිශීලකයින් මිලියන  ක් වෙත ළඟා වේ,ScienceAndTechnology,TechAndInnovation
රැන්සම්වෙයාර් ප්රහාරය යුරෝපයේ විශාලතම ගෑස් නල මාර්ගය වසා දමයි,ScienceAndTechnology,TechAndInnovation
සැම්සුන් හි නව නැමිය හැකි ව්යාපෘති  හොලෝග්රෑම් මැදගුවන්,ScienceAndTechnology,TechAndInnovation
ඇන්ටාක්ටිකාවේ බලයෙන් ක්රියාත්මක වන පර්යේෂණ ස්ථානය සම්පූර්ණයෙන්ම සුළංසූර්ය බලයෙන් ක්රියාත්මක වේ,ScienceAndTechnology,TechAndInnovation
ටෙස්ලා සූර්ය වහල ටයිල්   හොට්ස්පොට් ලෙස දෙගුණ වේ,ScienceAndTechnology,TechAndInnovation
ඇපල් කණ්නාඩි භෞතික ලෝකය මත තත්ය කාලීන පරිවර්තනය ආවරණය කරයි,ScienceAndTechnology,TechAndInnovation
ඩුබායි පොලිසිය මුහුණු හඳුනාගැනීම සමඟ  රොබෝකොප් යොදවයි,ScienceAndTechnology,TechAndInnovation
බ්රසීලය නැවත සිටුවීමට ඩ්රෝන යානා භාවිතා කරයි ඇමසන් වැසි වනාන්තරයේ ගස් මිලියන ,ScienceAndTechnology,TechAndInnovation
කැනේඩියානු ආරම්භක සමාගමක් හතු මුල් වලින් රසායනාගාරයෙන් සාදන ලද බේකන් වගා කරයි,ScienceAndTechnology,TechAndInnovation
සිංගප්පූරුව ස්වයංක්රීය හයිඩ්රජන් බලයෙන් ක්රියාත්මක වන තොටුපළවල් දියත් කරයි,ScienceAndTechnology,TechAndInnovation
මයික්රොසොෆ්ට් හි  කොපිලොට් භාෂා  කින් නීතිමය කොන්ත්රාත්තු ලියයි,ScienceAndTechnology,TechAndInnovation
